,Country Name,Country codes,Mortality,Total_Cases,New_Cases,Total_Deaths,New_Deaths,Total_Cases_Per_Million,New_Cases_Per_Million,Total_Deaths_Per_Million,New_Deaths_Per_Million,New_Deaths_Smoothed_Per_Million,Total_Tests,New_Tests,Total_Tests_Per_Thousand,New_Tests_Per_Thousand,Tests_Per_Case,Positive_rate,Age(0-14),Age(14-64),Age(65+),Age(80 +),Basic water facility,Saf. managed water,Basic sanity,Safely Managed Sanity),"mortality(cancer,cvd)",Deaths by non-communicable dis % ,life exp(2018),Current Health Expenditure(%),Current Health Expenditure per capita(usa),Current Health Expenditure per capita(international),Physicians/1000 people,Nurses and midwives/1000 people,Diabetes Prevalence %,Mortality rates female/1000 female adults,Mortality rates male/1000 male adults,DGovtGHE (% of current health expenditure),DGGHE(% of GDP),DGGHE (% of general government expenditure),DGGHE per capita(current US $),"DGGHE per capita, PPP (current international $)",DPvtHE (% of current health expenditure),DPvtHE per capita (current US$),"DPvtHE per capita, PPP  (current international $)",OPE(% of current health expenditure),OPE per capita (current US$),"OPE per capita, PPP (current international $)",total % labor unemp,Hospital_Beds_Per_Thousand,Cardiovasc_Death_Rate,Diabetes_Prevalence,Female_smokers,Male_smokers,Human_Dev_index
0,Afghanistan,AFG,0.037859329,44771.0,252.0,1695.0,8.0,1150.0,6.47,43.54,0.21,0.25,7273142.789,60416.1868,172.33215769999998,2.24534408,146.2468133,0.831774082,42.47227139,54.91193440000001,2.622695155,0.277435863,67.06462342,81.44728375,43.41761001,74.17553068,29.8,44.1,64.486,2.791500278,114.4596405,2007.37163,2.450374213,0.1755,9.2,192.532,237.554,5.1,0.6,2.32,3.42,1357.187019,75.48,50.67,653.9837143,75.48,50.67,443.20048080000004,10.36499977,0.5,597.029,9.59,11.88105263,32.77777778,0.498
1,Argentina,ARG,0.027001861000000002,1370350.0,4181.0,37002.0,100.0,30320.0,92.51,818.71,2.21,4.95,7273142.789,60416.1868,172.33215769999998,2.24534408,146.2468133,0.831774082,24.59552588,64.16136585,11.19956201,2.616637233,91.67458257,81.44728375,81.77910759999999,74.17553068,15.8,77.6,76.52,10.36270484,407.63586430000004,1916.50415,3.9901,2.5996,5.9,79.483,147.086,72.43,6.61,16.05,959.44,1388.16,27.07,358.59,518.82,15.02,198.94,287.83,9.647000313,5.0,191.032,5.5,16.2,27.7,0.825
2,Armenia,ARM,0.015594788,126709.0,485.0,1976.0,24.0,42760.0,163.67,666.84,8.1,9.06,7273142.789,60416.1868,172.33215769999998,2.24534408,146.2468133,0.831774082,20.76595201,67.75038027,11.37683986,3.1575789289999996,99.91337654,86.47635485,93.64230727,48.22316687,22.3,93.3,74.945,7.8288040379999995,1225.437532,1001.069031,4.4023,6.107,6.1,65.595,173.428,13.24,1.37,5.27,53.99,132.59,85.47,348.4,855.6,84.35,343.83,844.38,15.91699982,4.2,341.01,7.11,1.5,52.1,0.755
3,Australia,AUS,0.032601272,27821.0,14.0,907.0,0.0,1091.0,0.55,35.57,0.0,0.0,8423824.0,45818.0,330.348,1.517,2628.262,0.0,19.27544671,64.80335154,15.91776497,4.083478298,99.96993559999999,81.44728375,99.99115238,75.63987157,9.1,89.5,82.74878049,10.39661691,4939.875488000001,4816.153809,3.6778,12.5508,5.6,113.9662371,175.51792930000002,68.91,6.34,17.8,3674.31,3318.95,31.09,1657.51,1497.21,18.15,967.84,874.23,5.251999855,3.84,107.791,5.07,13.0,16.5,0.939
4,Austria,AUT,0.008934520999999999,246124.0,5215.0,2199.0,44.0,27328.0,579.03,244.16,4.89,8.25,2018402.0,25278.0,224.108,2.1719999999999997,12.009,0.083,14.36185763,66.56253608,19.04135832,5.30965129,100.0,98.90620097,99.97290961,96.74673828,11.4,92.2,81.69268293,6.651829182999999,275.80935669999997,5617.396484000001,5.1697,7.0899,6.6,113.9662371,175.51792930000002,72.39,7.53,15.31,3576.1,4066.58,27.61,1363.77,1550.82,19.2,948.62,1078.72,4.842000008,7.37,145.183,6.35,28.4,30.9,0.908
5,Bangladesh,BGD,0.014279934,447341.0,2060.0,6388.0,38.0,2716.0,12.51,38.79,0.23,0.17,2224332.0,14958.0,13.505999999999998,0.08199999999999999,9.321,0.107,27.21436538,67.60528327,5.180489555,1.022221071,97.01600557,55.44122639,48.23324272,74.17553068,21.6,66.9,72.32,8.095603436000001,663.7150879,94.30201721,0.5433,0.3163,9.2,114.505,151.411,16.69,0.38,2.99,6.06,15.74,76.55,27.78,72.19,73.88,26.81,69.67,3.345000029,0.8,298.003,8.38,1.0,44.7,0.608
6,Belarus,BLR,0.008838781,123999.0,1564.0,1096.0,7.0,13123.0,165.52,115.99,0.74,0.76,1841704.0,60416.1868,194.903,1.4669999999999999,47.373000000000005,0.021,17.03632015,67.7628385,14.90810995,3.8212146060000003,96.48397119,94.5213903,97.79095198,80.51576593,23.7,90.5,74.17560976,5.642822757,280.4988098,1129.1132810000001,2.450374213,8.973589257,5.0,113.9662371,175.51792930000002,69.96,4.15,10.62,239.63,789.97,29.67,101.62,335.02,27.52,94.24,310.68,5.84499979,11.0,443.129,5.18,10.5,46.1,0.808
7,Belgium,BEL,0.027788427999999997,558146.0,2652.0,15510.0,126.0,48159.0,228.83,1338.27,10.87,13.94,4367693.0,78078.0,376.86300000000006,5.555,6.355,0.157,17.05820304,63.93523089,18.98457424,5.694524722000001,100.00000329999999,99.52318898,99.48606020000001,97.10018224,11.4,85.7,81.59512195,3.718582168,30.76644707,5119.074707,3.0709,18.9734,4.6,49.245,80.262,77.22,7.98,15.31,3480.46,3952.82,22.78,1026.89,1166.26,17.64,795.02,902.91,6.015999794,5.64,114.898,4.29,25.1,31.4,0.916
8,Bolivia,BOL,0.061866845,143922.0,0.0,8904.0,0.0,12329.0,0.0,762.78,0.0,0.67,321649.0,1110.0,27.555,0.077,5.606,0.17800000000000002,30.62526166,62.036106700000005,7.340966891,1.680705025,92.84873518,81.44728375,60.71693757,22.93827129,17.2,64.5,71.23899999999999,9.467476606,928.7993163999998,491.677063,2.450374213,1.5589,6.8,138.315,219.19400000000002,68.53,4.42,11.52,150.95,336.94,29.17,64.25,143.41,25.08,55.24,123.3,3.1429998869999998,1.1,204.299,6.89,11.88105263,32.77777778,0.693
9,Brazil,BRA,0.027865562000000003,6071401.0,18615.0,169183.0,194.0,28563.0,87.58,795.93,0.91,2.28,6421441.0,60416.1868,30.21,0.35,146.2468133,0.831774082,21.00919373,69.73919823,9.232510701,1.88199852,98.19339267,81.44728375,88.29384941,49.27578709,16.6,73.9,75.672,6.7791268229999995,1183.836182,1472.230957,2.1652,9.737,10.4,91.421,188.528,41.88,3.96,10.26,388.98,616.56,58.05,539.21,854.69,27.46,255.01,404.21,10.16800022,2.2,177.96099999999998,8.11,10.1,17.9,0.759
10,Bulgaria,BGR,0.023641437999999997,121820.0,1123.0,2880.0,60.0,17532.0,161.62,414.48,8.64,15.42,642677.0,9038.0,92.492,0.973,6.374,0.157,14.68537892,64.06165381,21.15179114,4.706861583,99.10834282,96.94593519,86.00369811,64.41371232,23.6,95.2,74.96341463,4.748104885,1127.186279,1689.687134,2.450374213,8.973589257,6.0,113.9662371,175.51792930000002,51.86,4.2,11.99,344.27,876.45,48.14,319.52,813.45,46.55,308.98,786.59,4.144999981000001,7.454,424.68800000000005,5.81,30.1,44.4,0.813
11,Canada,CAN,0.034659292,330503.0,4792.0,11455.0,49.0,8757.0,126.97,303.51,1.3,1.9,9397664.0,543766.0,248.99599999999998,3.764,57.104,0.018000000000000002,15.84589974,66.50620337,17.63821799,4.347222316,99.43624408,98.86085405,99.28601285,82.31639797,9.8,88.3,81.94878049,6.598977973999999,934.0080507000001,4928.62793,2.6102,9.9491,7.6,113.9662371,175.51792930000002,73.72,7.79,19.33,3505.28,3633.32,26.28,1249.67,1295.31,14.22,676.14,700.84,5.725999832,2.5,105.59899999999999,7.37,12.0,16.6,0.926
12,Chile,CHL,0.027872521,540640.0,1497.0,15069.0,39.0,28282.0,78.31,788.28,2.04,1.87,3997900.0,31734.0,209.137,1.6130000000000002,21.023000000000003,0.048,19.49427286,68.62418701,11.86058943,2.7513899110000004,99.8327912,98.63916973,100.0000014,77.46482309,12.4,84.7,80.042,5.151193216,440.8256226,2228.556885,2.4411,12.1372,8.6,59.035,107.669,50.06,4.5,17.73,691.8,1115.58,49.94,690.19,1112.98,33.53,463.44,747.33,6.5850000379999996,2.11,127.993,8.46,34.2,41.5,0.843
13,China,CHN,0.051661925,91731.0,11.0,4739.0,0.0,64.0,0.01,3.29,0.0,0.0,160000000.0,60416.1868,111.163,2.24534408,146.2468133,0.831774082,17.80450834,70.72329863,11.4983354,1.8342388509999998,92.84613551,81.44728375,84.76078771,72.08227202,17.0,89.3,76.704,4.453034326,69.74924469,841.1149292000001,1.9798,2.6621,9.2,60.272,93.777,56.67,2.92,9.07,249.83,476.69,43.33,190.99,364.42,36.05,158.92,303.23,4.842000008,4.34,261.899,9.74,1.9,48.4,0.752
14,Colombia,COL,0.028265395,1248417.0,7924.0,35287.0,183.0,24535.0,155.73,693.49,3.6,3.53,3661140.0,22162.0,71.952,0.515,146.2468133,0.831774082,22.62078466,68.61338533,8.750716144,1.807122125,97.30010961,73.23342574,89.62535776,16.98648896,15.8,74.8,77.109,7.384373993,58.76092911,1039.15979,2.1064,1.2714,7.4,77.999,151.616,67.8,4.9,17.49,311.33,704.55,32.2,147.86,334.61,16.31,74.89,169.47,7.517000198,1.71,124.24,7.44,4.7,13.5,0.747
15,Costa Rica,CRI,0.012424856000000001,129418.0,0.0,1608.0,0.0,25405.0,0.0,315.66,0.0,1.74,242306.0,3092.0,47.566,0.508,146.2468133,0.831774082,21.0786358,69.04092888,9.880148134,2.137428392,99.70151391,93.80279699,97.81836025,74.17553068,11.5,83.3,80.095,6.149120892000001,582.671927,1262.164307,2.9533,3.1798,9.1,56.968999999999994,113.079,73.51,5.39,26.91,638.85,927.81,26.44,229.76,333.68,21.26,184.73,268.28,10.68900013,1.13,137.97299999999998,8.78,6.4,17.4,0.794
16,Cote d'Ivoire,CIV,0.00619737,21138.0,12.0,131.0,2.0,801.0,0.46,4.97,0.08,0.02,181735.0,935.0,6.89,0.040999999999999995,44.443999999999996,0.023,41.71470319,55.41217747,2.8719567089999996,0.28198392899999997,72.86894644,36.54910371,32.13490714,74.17553068,29.1,37.2,57.422,4.670666903,67.81181335,175.6611176,2.450374213,0.5558,2.4,325.098,360.55199999999996,28.46,1.27,5.1,19.85,49.99,58.46,40.77,102.69,39.36,27.45,69.14,3.160000086,3.2853125,303.74,2.42,11.88105263,32.77777778,0.492
17,Croatia,HRV,0.013044987,103718.0,3308.0,1353.0,49.0,25265.0,805.79,329.58,11.94,10.58,428961.0,7313.0,104.49,1.527,5.999,0.16699999999999998,14.56222109,64.57764368,20.73827067,5.641676416,99.58666656,89.95941127,96.53844584,58.49694085,16.7,92.4,78.07073171,8.035501092999999,62.35327911,1772.481689,2.450374213,8.973589257,5.4,49.809,117.544,82.83,5.62,12.41,747.22,1468.1,17.17,154.89,304.32,10.97,98.99,194.5,6.112999916000001,5.54,253.782,5.59,34.3,39.9,0.831
18,Cuba,CUB,0.016823859,7846.0,48.0,132.0,0.0,693.0,4.24,11.65,0.0,0.01,770140.0,6798.0,67.994,0.622,171.208,0.006,16.04234991,68.39269093,15.55647943,3.6764639889999997,95.32758231,81.44728375,92.81024176,44.33717903,16.4,83.7,78.726,7.8288040379999995,1225.437532,2485.810791,8.295,7.7286,9.6,73.993,113.198,89.44,10.47,15.87,883.35,2223.36,10.48,103.53,260.58,10.48,103.53,260.58,1.503999949,5.2,190.968,8.27,17.1,53.3,0.777
19,Cyprus,CYP,0.005090825,8643.0,187.0,44.0,1.0,9868.0,213.5,50.23,1.14,0.65,455371.0,4304.0,519.89,4.293,31.483,0.032,16.70708967,69.24464468,14.048214600000001,3.2141639680000003,99.61328615,99.61328615,99.15231146,75.46367457,11.3,91.1,80.828,7.231339067,1475.915161,2430.176025,2.450374213,8.973589257,9.0,32.883,64.711,42.41,2.83,7.58,734.14,1030.25,57.17,989.78,1389.01,44.63,772.89,1084.64,6.361999989,3.4,141.171,9.24,19.6,52.7,0.869
20,Czech Republic,CZE,0.014618202,492263.0,1513.0,7196.0,101.0,45967.0,141.28,671.96,9.43,13.18,1885488.0,40327.0,176.06599999999997,3.016,3.734,0.268,15.72295013,64.47630503,19.75740064,4.100388979,99.8802588,97.88131195,99.13409923,94.45913535,15.0,89.9,79.02926829,11.246834699999999,5033.452147999999,2753.383789,4.0676,8.3955,7.0,113.9662371,175.51792930000002,81.75,5.91,15.18,1206.54,2250.86,18.25,269.37,502.53,14.81,218.57,407.75,1.5599999430000002,6.63,227.485,6.82,30.5,38.3,0.888
21,Democratic Republic of Congo ,COD,0.026799575,12239.0,59.0,328.0,1.0,137.0,0.66,3.66,0.01,0.01,7273142.789,154.0,172.33215769999998,0.002,8.4,0.11900000000000001,41.5372489,55.74133520000001,2.720908542,0.287954453,73.21776097,45.35481307,20.17287892,74.17553068,16.7,34.6,64.29,7.226280868,459.19757080000005,164.8262787,2.450374213,8.973589257,6.0,240.201,279.572,9.95,0.4,3.33,1.93,3.71,47.58,9.25,17.76,40.12,7.8,14.98,5.0229997630000005,3.2853125,318.949,6.1,11.88105263,32.77777778,0.457
22,Denmark,DNK,0.011122934,70485.0,850.0,784.0,3.0,12169.0,146.75,135.35,0.52,0.59,4679053.0,9826.0,807.819,5.6160000000000005,69.596,0.013999999999999999,16.40095872,63.63378215,19.95721948,4.608121779,99.99999894,96.73467194,99.59722882,94.84034790000001,11.3,89.7,80.95365854,6.136395037000001,433.20858760000004,5509.995605,2.450374213,8.973589257,8.3,113.9662371,175.51792930000002,84.02,8.49,16.6,4873.52,4629.72,15.98,926.63,880.28,13.74,796.85,756.99,4.583000183,2.5,114.76700000000001,6.41,19.3,18.8,0.929
23,Dominican Republic,DOM,0.016689546,138410.0,1626.0,2310.0,4.0,12759.0,149.89,212.94,0.37,0.33,547737.0,2245.0,50.492,0.317,8.398,0.11900000000000001,27.7086939,64.99291644,7.298075674,1.6351556090000001,96.69022475,81.44728375,83.89320632,74.17553068,19.0,72.3,73.892,6.374321878,258.4942932,985.7292480000001,1.56,1.1697,8.6,114.55,197.34900000000002,46.0,2.82,15.6,199.29,453.46,53.26,230.72,524.98,44.74,193.81,441.0,4.223999977,1.6,266.653,8.2,8.5,19.1,0.736
24,Egypt,EGY,0.05793306,113027.0,351.0,6548.0,13.0,1104.0,3.43,63.99,0.13,0.13,7273142.789,60416.1868,172.33215769999998,2.24534408,146.2468133,0.831774082,33.83483016,60.88883686,5.282653872,0.7772654059999999,99.10573046,81.44728375,94.19302188,60.74052792,27.7,84.1,71.825,10.13510663,3761.335294,613.8087768999999,0.7993,1.9271,17.2,105.456,182.7,33.0,1.74,5.42,34.9,202.53,66.67,70.51,409.22,60.08,63.55,368.79,6.623000145,1.6,525.432,17.31,0.2,50.1,0.696
25,El Salvador,SLV,0.028779085,37562.0,312.0,1081.0,6.0,5791.0,48.1,166.66,0.93,0.75,453726.0,2442.0,69.953,0.466,14.145,0.071,26.85844526,64.67197217,8.415143384,1.900272854,97.38837497,81.44728375,87.43356667,74.17553068,14.0,73.8,73.096,7.364083081,3361.644775,582.7357787999999,2.450374213,1.8375,8.8,103.29899999999999,268.447,63.75,4.61,19.24,180.08,371.47,36.11,102.02,210.44,29.2,82.48,170.14,4.6560001369999995,1.3,167.295,8.87,2.5,18.8,0.674
26,Estonia,EST,0.009049774,9724.0,349.0,88.0,1.0,7330.0,263.09,66.34,0.75,0.75,248156.0,1499.0,187.07,1.004,42.575,0.023,16.46326928,63.54492294,19.7116926,5.699580952000001,99.71282684,93.33299322,99.14655389,97.36063564,17.0,92.7,78.24390244,3.5025574269999997,25.26195335,2153.3396,3.4629,6.5272,4.2,113.9662371,175.51792930000002,74.66,4.8,12.22,971.06,1607.88,25.31,329.17,545.04,23.66,307.75,509.58,5.593999863,4.69,255.56900000000002,4.02,24.5,39.3,0.871
27,Ethiopia,ETH,0.015569315,105785.0,433.0,1647.0,11.0,920.0,3.77,14.33,0.1,0.1,1423505.0,6676.0,12.382,0.057999999999999996,9.902999999999999,0.10099999999999999,40.33644118,56.14686837,3.516821916,0.499556967,41.05995213,11.44477316,7.316332895,74.17553068,18.3,39.3,66.24,9.872566479,3261.426226,66.66216278,0.0986,0.8286,4.3,184.812,236.77900000000002,24.95,0.87,4.79,6.3,16.63,52.94,13.37,35.29,34.41,8.69,22.94,1.4889999630000001,0.3,182.63400000000001,7.47,0.4,8.5,0.463
28,Finland,FIN,0.017329821000000002,21639.0,423.0,375.0,0.0,3905.0,76.34,67.68,0.0,0.16,1348080.0,13467.0,243.304,2.148,62.04600000000001,0.016,16.01634155,61.84301383,22.1076497,5.502278432000001,100.0000022,99.63312714,99.44784412,99.20575094,10.2,93.2,81.73414634,3.5007447,188.4143219,4255.223633,2.450374213,8.973589257,5.6,44.026,89.21,76.74,7.07,13.04,3227.7,3265.67,23.25,977.95,989.45,20.23,850.71,860.72,6.967999935,3.28,153.507,5.76,18.3,22.6,0.92
29,France,FRA,0.022769749,2140208.0,13157.0,48732.0,214.0,32788.0,201.57,746.58,3.28,9.16,7273142.789,329918.0,172.33215769999998,3.655,10.306,0.09699999999999999,17.80215787,61.80647185,20.32280515,6.121180508999999,100.0000015,97.85376001,98.65001155,88.37135721,10.6,87.6,82.72439024,7.8288040379999995,1225.437532,5011.200684,3.2565,11.162,4.8,113.9662371,175.51792930000002,77.09,8.72,15.47,3376.42,3863.23,22.91,1003.31,1147.97,9.38,411.0,470.26,8.449999809,5.98,86.06,4.77,30.1,35.6,0.901
30,Georgia,GEO,0.009310884,108690.0,3958.0,1012.0,36.0,27246.0,992.19,253.69,9.02,9.99,7273142.789,60416.1868,172.33215769999998,2.24534408,146.2468133,0.831774082,20.03142542,64.90751896,14.91598322,3.743969626,98.39443935,79.99467920000001,90.02479097,27.16510829,24.9,93.7,73.6,3.262370452,66.74941254,773.2670287999999,6.1297,4.8564,5.8,77.23,221.61,37.21,2.83,9.52,109.06,287.78,60.4,177.02,467.1,54.76,160.48,423.46,16.0720005,2.6,496.218,7.11,5.3,55.5,0.78
31,Germany,DEU,0.015188353,929133.0,10864.0,14112.0,90.0,11090.0,129.67,168.43,1.07,2.67,19276507.0,60416.1868,230.074,1.9909999999999999,49.411,0.02,13.79948848,64.6375192,21.53342177,6.850819532999999,100.0,99.8,99.22503756,97.23319826,12.1,91.2,80.89268293,3.316517919,70.33089447,5922.638184,4.2488,13.2352,10.4,113.9662371,175.51792930000002,77.66,8.73,19.88,3908.97,4599.51,22.34,1124.48,1323.12,12.67,637.89,750.57,3.3440001010000002,8.0,156.139,8.31,28.2,33.1,0.936
32,Ghana,GHA,0.006349019,50874.0,0.0,323.0,0.0,1637.0,0.0,10.4,0.0,0.01,512523.0,2449.0,16.494,0.045,52.989,0.019,37.36487213,59.53780569,3.101333935,0.321030217,81.45338968,36.41161276,18.47216562,74.17553068,20.8,42.7,63.78,7.8288040379999995,1225.437532,146.86689760000002,0.1359,2.3519,2.5,214.333,254.99099999999999,33.47,1.09,6.07,22.34,49.16,52.03,34.73,76.42,40.29,26.89,59.18,4.375,3.2853125,231.2772381,7.456509434,11.88105263,32.77777778,0.759207547
33,Greece,GRC,0.01779107,91619.0,1498.0,1630.0,103.0,8790.0,143.72,156.38,9.88,7.18,1609040.0,20327.0,154.373,1.642,31.213,0.032,13.89659859,64.16193128,21.90346235,7.425416951,100.0,100.0,98.98319078,90.39114625,12.4,86.2,81.78780488,4.75711748,497.2360535,2295.3283690000003,5.4789,3.6331,4.7,42.478,93.96,60.18,4.84,10.23,912.65,1381.28,39.64,601.21,909.93,34.75,527.02,797.63,11.77099991,4.21,175.695,4.55,35.3,52,0.87
34,Guatemala,GTM,0.034359221,118629.0,212.0,4076.0,2.0,6622.0,11.83,227.51,0.11,1.15,396332.0,4434.0,22.122,0.17800000000000002,5.829,0.172,33.85933214,61.21168353,4.9221126260000005,1.070032047,94.19058074,55.99078169,65.06313508,74.17553068,14.9,59.2,74.063,7.8288040379999995,1225.437532,474.84863279999996,2.450374213,0.0686,10.0,111.16,201.48,35.84,2.08,17.21,93.17,170.21,63.07,163.95,299.5,54.13,140.71,257.06,2.0650000569999998,0.6,155.898,10.18,11.88105263,32.77777778,0.65
35,Honduras,HND,0.027356729,104435.0,0.0,2857.0,0.0,10544.0,0.0,288.45,0.0,0.49,7273142.789,60416.1868,172.33215769999998,2.24534408,146.2468133,0.831774082,31.15942483,64.01238565,4.827768168,1.043354905,94.82710944,81.44728375,81.25126294,74.17553068,14.0,66.5,75.08800000000001,5.169618917,53.23109679,394.759613,0.3089,0.7378,7.3,115.541,166.99900000000002,40.09,3.15,11.71,78.55,158.26,54.51,106.81,215.2,48.7,95.42,192.25,4.282000065,0.7,240.208,7.21,2.0,32.77777778,0.617
36,Hong Kong,Hng,0.018901670556603776,530097.3018867924,4465.132075471698,11782.264150943396,56.29245283018868,13836.783018867925,142.60641509433964,-1.446002,1.971792452830188,1293389.0,172.521,0.815,175.2140300789623,2.298533063113207,14.133504,10.789039,12.326708,68.140496,71.906403,70.175039,17.726,17.304557,4.425788400000001,5.5108807,100.0,73.34952075471696,100.0,7.771609787452833,1251.2149780082077,100.0,96.436224,9.092580563452833,96.436224,91.773449,176.64183292924528,91.773449,4.037728729094339,11.799887860377357,1057.7334692075472,1372.9835667547172,82.3,87.7,84.934146,7.8584254,195.93575,443.965584181132,5.807764146764152,3.3201297169811315,4.5,33.104,61.901,..,..
37,Hungary,HUN,0.021865447000000003,177952.0,3334.0,3891.0,91.0,18421.0,345.12,402.78,9.42,10.37,949470.0,13628.0,98.285,1.1540000000000001,6.936,0.14400000000000002,14.43321973,65.87232267,19.50951843,4.328545682,99.99999749,89.57276198,97.99087339,95.67874783,23.0,93.8,76.06585366,5.524213485,324.5867923,1979.40332,3.3447,6.8037,6.9,113.9662371,175.51792930000002,68.74,4.73,10.08,674.6,1360.58,31.26,306.82,618.82,26.89,263.95,532.35,3.410000086,7.02,278.296,7.55,26.8,34.8,0.838
38,Iceland,ISL,0.004927042,5277.0,8.0,26.0,0.0,15464.0,23.44,76.19,0.0,0.42,170037.0,1578.0,498.277,4.68,21.293000000000003,0.047,19.64717091,65.16070802,15.193849300000002,3.731350618,99.99999943,99.99999943,98.78216824,81.75807064,9.1,89.8,82.86097561,7.407464087,3144.626221,4721.42627,3.9773,15.7087,5.8,113.9662371,175.51792930000002,81.83,6.81,15.74,4980.34,3863.48,18.17,1105.97,857.95,16.48,1003.05,778.11,3.253999949,2.91,117.992,5.31,14.3,15.2,0.935
39,India,IND,0.014632382,9139865.0,44059.0,133738.0,511.0,6623.0,31.93,96.91,0.37,0.38,98670363.0,1469984.0,71.5,0.7709999999999999,18.617,0.054000000000000006,26.61826465,67.00381119,6.396862501,0.962017419,92.67464257,81.44728375,59.54344827,74.17553068,23.3,62.7,69.416,7.8288040379999995,1225.437532,253.32241820000002,0.7779,2.1079,10.4,147.161,203.623,27.13,0.96,3.38,18.8,68.73,72.06,49.93,182.55,62.4,43.24,158.08,5.421999931,0.53,282.28,10.39,1.9,20.6,0.64
40,Indonesia,IDN,0.03191686,497668.0,4360.0,15884.0,110.0,1819.0,15.94,58.07,0.4,0.35,2647094.0,33412.0,9.677999999999999,0.10300000000000001,6.96,0.14400000000000002,26.21511948,67.73457784,6.054440381,0.8769916809999999,89.34401223,81.44728375,73.12838737,74.17553068,26.4,73.3,71.509,4.451615353999999,49.63577039,367.9414063,0.3767,2.0532,6.3,125.66799999999999,177.53900000000002,48.37,1.45,8.73,55.62,177.99,51.1,58.75,188.02,34.61,39.79,127.33,4.921999931,1.04,342.86400000000003,6.32,2.8,76.1,0.694
41,Iran,IRN,0.052439190999999996,854361.0,13053.0,44802.0,475.0,10172.0,155.41,533.4,5.66,5.63,4628866.0,29312.0,55.11,0.344,6.3020000000000005,0.159,24.65465805,68.98681989,6.357317605,1.101270577,95.24454488,91.79529324,88.4218671,74.17553068,14.8,81.9,76.479,4.166630283,210.3137054,1748.395752,1.1292,2.6286,9.6,49.574,83.38600000000001,51.25,4.44,22.94,243.67,896.01,48.73,231.71,852.01,41.76,198.54,730.07,9.298999786,1.5,270.308,9.59,0.8,21.1,0.798
42,Iraq,IRQ,0.022337999,535321.0,1766.0,11958.0,33.0,13309.0,43.91,297.3,0.82,1.02,2705941.0,20197.0,67.274,0.48700000000000004,5.476,0.183,38.02092726,58.58053961,3.403312834,0.478899608,96.53347833,58.83332660000001,94.12102245,41.06775327,21.3,54.7,70.454,8.326291292999999,6086.311522999999,2007.37163,0.8375,1.8126,8.8,129.1,185.81099999999998,41.86,1.74,4.98,88.04,1357.187019,58.06,122.1,653.9837143,58.04,122.07,443.20048080000004,10.02999973,1.4,218.612,8.83,11.88105263,32.77777778,0.685
43,Israel,ISR,0.008518441,329403.0,1006.0,2806.0,49.0,38057.0,116.23,324.19,5.66,1.22,4399046.0,34722.0,508.235,4.008,17.586,0.057,27.88557191,59.90575367,12.20211667,3.0335051330000002,100.0000015,99.38180368,100.0000015,93.67255558,9.6,85.8,82.80243902,8.840259165,2840.130615,3014.647217,3.4783,5.7002,9.7,113.9662371,175.51792930000002,63.63,4.71,11.93,2000.77,1918.07,34.61,1088.47,1043.48,22.25,699.71,670.79,3.76699996,2.99,93.32,6.74,15.4,35.4,0.903
44,Italy,ITA,0.035363852,1408868.0,28337.0,49823.0,562.0,23302.0,468.68,824.04,9.3,10.86,14132421.0,170392.0,233.74099999999999,2.492,13.722999999999999,0.073,13.16665751,63.82120584,22.94825535,7.3297409060000005,99.44273388,95.03961456,98.77243267,96.20801357,9.5,91.4,83.34634146,5.988416821,307.19604489999995,3619.6979979999996,3.9805,6.0605,5.0,113.9662371,175.51792930000002,73.9,6.53,13.42,2098.78,2674.86,26.1,741.35,944.84,23.49,667.03,850.12,9.079000472999999,3.18,113.15100000000001,4.78,19.8,27.8,0.88
45,Japan,JPN,0.015124086,130917.0,738.0,1980.0,6.0,1035.0,5.84,15.66,0.05,0.11,7273142.789,60416.1868,172.33215769999998,2.24534408,146.2468133,0.831774082,12.57303102,59.424919700000004,27.93385591,8.633214098,99.01020833,98.45370749,99.89470757,98.76035784,8.4,82.4,84.21097561,3.1253617260000004,279.6453247,4563.457031,2.450374213,8.973589257,5.6,113.9662371,175.51792930000002,84.09,9.2,23.64,3505.81,3837.53,15.91,663.18,725.93,12.85,535.62,586.3,2.426000118,13.05,79.37,5.72,11.2,33.7,0.909
46,Jordan,JOR,0.012190003,183429.0,5268.0,2236.0,64.0,17978.0,516.31,219.15,6.27,6.5,78885.0,60416.1868,7.731,2.24534408,146.2468133,0.831774082,33.56224213,62.54434157,3.8972337230000003,0.615966613,98.93722265,93.81834359,97.33975414,80.55492485,19.2,78.4,74.405,10.93593314,4168.986328,756.6592407,2.3237,3.3598,12.7,89.001,123.898,44.8,3.64,12.39,152.62,338.99,45.9,156.36,347.29,30.43,103.65,230.23,12.74600029,1.4,208.257,11.75,11.88105263,32.77777778,0.735
47,Kazakhstan,KAZ,0.013972914,169757.0,919.0,2372.0,2.0,9041.0,48.94,126.33,0.11,0.4,3309626.0,19823.0,176.262,1.102,83.588,0.012,28.88124994,63.46640612,7.5930075210000005,1.574676426,95.62750722,89.51225143,97.87370168,74.17553068,26.8,86.0,73.15,4.802543297,76.61032104,820.3520507999999,2.450374213,8.973589257,6.1,94.435,220.812,62.08,1.94,7.87,173.61,509.28,37.77,105.63,309.87,33.15,92.7,271.94,3.894000053,6.7,466.792,7.11,7.0,43.1,0.8
